Symbol,Name,Last Sale,Net Change,% Change,Market Cap
PLAO,Patria Latin American Opportunity Acquisition Corp. Class A Ordinary Shares,$10.34,UNCH,--,"297,275,000"
CMCA,Capitalworks Emerging Markets Acquisition Corp Class A Ordinary Shares,$10.325,-0.005,-0.048%,"296,843,750"
FRON,Frontier Acquisition Corp. Class A Ordinary Shares,$10.08,UNCH,--,"296,452,800"
LUNA,Luna Innovations Incorporated Common Stock,$8.99,0.20,2.275%,"296,326,312"
RENE,Cartesian Growth Corporation II Class A Ordinary Shares,$10.30,0.05,0.488%,"296,125,000"
USCT,TKB Critical Technologies 1 Class A Ordinary Shares,$10.30,-0.01,-0.097%,"296,125,000"
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,$3.13,0.03,0.968%,"296,086,253"
CBRG,Chain Bridge I Class A Ordinary Shares,$10.28,UNCH,--,"295,550,000"
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,$10.28,0.02,0.195%,"295,550,000"
PCCT,Perception Capital Corp. II Class A Ordinary Shares,$10.27,-0.36,-3.387%,"295,262,500"
DPCS,DP Cap Acquisition Corp I Class A Ordinary Shares,$10.26,UNCH,--,"294,975,000"
SVNA,7 Acquisition Corporation Class A Ordinary Shares,$10.26,0.02,0.195%,"294,975,000"
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,$10.08,-0.01,-0.099%,"294,840,000"
BPAC,Bullpen Parlay Acquisition Company Class A Ordinary Share,$10.24,UNCH,--,"294,400,000"
NKTX,"Nkarta, Inc. Common Stock",$6.03,0.04,0.668%,"294,346,732"
ACB,Aurora Cannabis Inc. Common Shares,$0.9074,-0.0152,-1.648%,"294,299,386"
FIP,FTAI Infrastructure Inc. Common Stock ,$2.96,0.01,0.339%,"294,265,727"
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,$10.23,UNCH,--,"294,112,500"
UTAA,UTA Acquisition Corporation Class A Ordinary Shares,$10.22,0.01,0.098%,"293,825,000"
XFIN,ExcelFin Acquisition Corp Class A Common Stock,$10.215,-0.045,-0.439%,"293,681,250"
OPRX,OptimizeRx Corporation Common Stock,$17.12,0.32,1.905%,"293,654,515"
EGAN,eGain Corporation Common Stock,$9.18,0.15,1.661%,"293,451,690"
IPSC,"Century Therapeutics, Inc. Common Stock",$4.97,-0.16,-3.119%,"293,102,008"
FIAC,Focus Impact Acquisition Corp. Class A Common Stock,$10.19,0.01,0.098%,"292,962,500"
RELL,"Richardson Electronics, Ltd. Common Stock",$21.06,-0.27,-1.266%,"292,757,061"
AEAE,AltEnergy Acquisition Corp. Class A Common Stock,$10.17,UNCH,--,"292,387,500"
VMGA,VMG Consumer Acquisition Corp. Class A Common Stock,$10.17,0.02,0.197%,"292,387,500"
WWAC,Worldwide Webb Acquisition Corp. Class A Ordinary Share,$10.16,-0.04,-0.392%,"292,100,000"
GRTS,"Gritstone bio, Inc. Common Stock",$3.50,0.05,1.449%,"291,781,970"
IXAQ,IX Acquisition Corp. Class A Ordinary Share,$10.135,UNCH,--,"291,381,250"
GRVY,"GRAVITY Co., Ltd. American Depository Shares",$41.91,1.59,3.943%,"291,228,399"
BIOT,Biotech Acquisition Company Class A Ordinary Shares,$10.11,0.0101,0.10%,"290,662,500"
FRST,Primis Financial Corp. Common Stock,$11.78,-0.07,-0.591%,"290,543,063"
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,$10.10,0.01,0.099%,"290,375,000"
VII,7GC & Co. Holdings Inc. Class A common stock,$10.10,-0.02,-0.198%,"290,375,000"
GTHX,"G1 Therapeutics, Inc. Common Stock",$5.73,0.30,5.525%,"290,007,224"
LDHA,LDH Growth Corp I Class A Ordinary Shares,$10.07,UNCH,--,"289,512,500"
CLAR,Clarus Corporation Common Stock,$7.81,-0.03,-0.383%,"289,254,815"
VLAT,Valor Latitude Acquisition Corp. Class A Ordinary Shares,$10.06,UNCH,--,"289,225,000"
BHAC,Crixus BH3 Acquisition Company Class A Common Stock,$10.05,UNCH,--,"288,937,500"
HRTX,"Heron Therapeutics, Inc. Common Stock",$2.43,-0.07,-2.80%,"288,898,136"
SLNA,Selina Hospitality PLC Ordinary Shares,$2.73,0.02,0.738%,"288,558,813"
VMD,"Viemed Healthcare, Inc. Common Shares",$7.55,-0.01,-0.132%,"287,052,110"
CNCE,"Concert Pharmaceuticals, Inc. Common Stock",$5.98,0.14,2.397%,"286,670,364"
EVGO,EVgo Inc. Class A Common Stock,$4.11,-0.36,-8.054%,"285,065,506"
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share,$10.13,UNCH,--,"284,906,250"
ARBG,Aequi Acquisition Corp. Class A Common Stock,$9.88,0.02,0.203%,"284,050,000"
VMCA,Valuence Merger Corp. I Class A Ordinary Shares,$10.32,-0.01,-0.097%,"283,928,515"
GLRE,"Greenlight Capital Re, Ltd. Class A Ordinary Shares",$8.15,UNCH,--,"283,816,097"
NODK,"NI Holdings, Inc. Common Stock",$13.43,0.16,1.206%,"283,673,389"
SILC,Silicom Ltd Ordinary Shares,$42.61,0.46,1.091%,"283,391,611"
LVOX,"LiveVox Holdings, Inc. Class A Common Stock",$2.82,-0.15,-5.051%,"282,139,624"
DBVT,DBV Technologies S.A. American Depositary Shares,$1.50,-0.03,-1.961%,"281,900,673"
UNTY,"Unity Bancorp, Inc. Common Stock",$26.72,-0.61,-2.232%,"281,770,737"
TSBK,"Timberland Bancorp, Inc. Common Stock",$34.13,UNCH,--,"281,234,169"
RAIN,Rain Oncology Inc. Common Stock,$8.00,UNCH,--,"281,129,248"
LUNG,Pulmonx Corporation Common Stock,$7.49,-0.94,-11.151%,"280,194,901"
FRSG,First Reserve Sustainable Growth Corp. Class A Common Stock,$10.04,-0.01,-0.10%,"279,161,638"
ITIC,Investors Title Company Common Stock,$146.98,-0.57,-0.386%,"278,818,414"
SKYA,Skydeck Acquisition Corp. Class A Ordinary Shares,$10.04,-0.02,-0.199%,"278,182,828"
RACY,Relativity Acquisition Corp. Class A Common Stock,$14.90,2.25,17.787%,"277,475,250"
BWMN,Bowman Consulting Group Ltd. Common Stock,$20.50,-1.35,-6.178%,"277,136,261"
SOND,Sonder Holdings Inc. Class A Common Stock,$1.27,0.03,2.419%,"276,934,325"
FCUV,Focus Universal Inc. Common Stock,$6.36,-0.05,-0.78%,"276,856,619"
OMGA,"Omega Therapeutics, Inc. Common Stock",$5.76,0.05,0.876%,"276,761,405"
WW,"WW International, Inc. Common Stock",$3.92,0.06,1.554%,"276,464,731"
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,$10.25,-0.01,-0.097%,"276,268,260"
TREE,"LendingTree, Inc. Common Stock",$21.60,0.27,1.266%,"276,169,716"
CPLP,Capital Product Partners L.P. Common Units,$13.57,-0.08,-0.586%,"276,050,928"
ROC,ROC Energy Acquisition Corp. Common Stock,$10.255,0.015,0.146%,"275,357,005"
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,$10.23,-0.01,-0.098%,"274,799,007"
CREC,Crescera Capital Acquisition Corp Class A Ordinary Shares,$10.24,0.02,0.196%,"274,773,330"
XPAX,XPAC Acquisition Corp. Class A Ordinary Shares,$10.00,UNCH,--,"274,514,140"
CABA,"Cabaletta Bio, Inc. Common Stock",$9.40,0.15,1.622%,"273,923,614"
NATH,"Nathan's Famous, Inc. Common Stock",$67.11,-0.10,-0.149%,"273,790,009"
OCGN,"Ocugen, Inc. Common Stock",$1.25,-0.05,-3.846%,"273,608,616"
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,$1.67,0.21,14.384%,"273,594,460"
MVBF,MVB Financial Corp. Common Stock,$21.64,-0.38,-1.726%,"273,009,483"
IPHA,Innate Pharma S.A. ADS,$3.40,-0.33,-8.847%,"272,721,035"
PETQ,"PetIQ, Inc. Class A Common Stock",$9.40,0.18,1.952%,"272,350,599"
FHTX,Foghorn Therapeutics Inc. Common Stock,$6.50,0.12,1.881%,"271,712,532"
BBBY,Bed Bath & Beyond Inc. Common Stock,$2.31,-0.20,-7.968%,"270,963,000"
HNST,"The Honest Company, Inc. Common Stock",$2.92,-0.09,-2.99%,"270,604,848"
VCXA,10X Capital Venture Acquisition Corp. II Class A Ordinary Share,$9.90,0.01,0.101%,"270,484,503"
NWFL,Norwood Financial Corp. Common Stock,$33.20,-0.24,-0.718%,"270,138,008"
GRPN,"Groupon, Inc. Common Stock",$8.86,0.28,3.263%,"269,675,187"
PFMT,Performant Financial Corporation Common Stock,$3.63,0.02,0.554%,"269,630,937"
LE,"Lands' End, Inc. Common Stock",$8.14,0.55,7.246%,"268,638,250"
UEIC,Universal Electronics Inc. Common Stock,$21.16,0.35,1.682%,"268,345,999"
BKCC,BlackRock Capital Investment Corporation Common Stock,$3.69,0.07,1.934%,"267,790,337"
FTCI,"FTC Solar, Inc. Common Stock",$2.59,-0.09,-3.358%,"267,509,328"
OTLK,"Outlook Therapeutics, Inc. Common Stock",$1.05,-0.03,-2.778%,"267,335,738"
SKGR,SK Growth Opportunities Corporation Class A Common Stock,$10.20,0.02,0.196%,"267,240,000"
IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock,$10.29,0.01,0.097%,"266,253,750"
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,$18.39,-0.38,-2.025%,"266,078,915"
AVAC,Avalon Acquisition Inc. Class A Common Stock,$10.22,-0.03,-0.293%,"266,029,155"
WKHS,"Workhorse Group, Inc. Common Stock",$1.62,0.10,6.579%,"265,844,015"
KRT,Karat Packaging Inc. Common Stock,$13.35,-1.02,-7.098%,"265,771,960"
CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares,$10.01,-0.01,-0.10%,"265,771,606"
IQMDU,Intelligent Medicine Acquisition Corp. Unit,$10.26,0.01,0.098%,"265,477,500"
KNTE,Kinnate Biopharma Inc. Common Stock,$6.01,-0.09,-1.475%,"265,429,745"
FVCB,"FVCBankcorp, Inc. Common Stock",$18.95,-0.12,-0.629%,"265,145,179"
REFI,"Chicago Atlantic Real Estate Finance, Inc. Common Stock",$15.00,-0.07,-0.464%,"264,868,695"
PCB,PCB Bancorp Common Stock,$17.87,0.18,1.018%,"264,478,377"
OBT,"Orange County Bancorp, Inc. Common Stock",$46.845,0.265,0.569%,"264,328,581"
FRBA,First Bank Common Stock,$13.58,-0.18,-1.308%,"264,039,851"
FENC,Fennec Pharmaceuticals Inc. Common Stock,$10.03,0.43,4.479%,"263,394,239"
ENER,Accretion Acquisition Corp. Common Stock,$10.0801,0.0001,0.001%,"262,032,200"
CASA,"Casa Systems, Inc. Common Stock",$2.76,0.03,1.099%,"261,154,611"
GTACU,Global Technology Acquisition Corp. I Unit,$10.44,0.24,2.353%,"261,000,000"
DLCA,Deep Lake Capital Acquisition Corp. Class A Ordinary Shares,$10.08,-0.01,-0.099%,"260,820,000"
LSAK,"Lesaka Technologies, Inc. Common Stock",$4.39,-0.16,-3.516%,"260,234,705"
FDBC,"Fidelity D & D Bancorp, Inc. Common Stock",$46.20,-0.94,-1.994%,"260,142,821"
RIDE,Lordstown Motors Corp. Class A Common Stock,$1.13,-0.01,-0.877%,"259,779,676"
SOUN,"SoundHound AI, Inc Class A Common Stock",$1.31,-0.46,-25.989%,"259,268,029"
ASCB,A SPAC II Acquisition Corp. Ordinary Shares,$10.23,UNCH,--,"258,819,000"
GVCI,Green Visor Financial Technology Acquisition Corp. I Class A Ordinary Shares,$10.33,-0.04,-0.386%,"258,379,125"
MYFW,"First Western Financial, Inc. Common Stock",$27.22,-0.93,-3.304%,"258,372,403"
SMIH,Summit Healthcare Acquisition Corp. Class A Ordinary Share,$10.03,0.005,0.05%,"258,272,500"
ATAK,Aurora Technology Acquisition Corp. Class A Ordinary Shares,$10.22,-0.01,-0.098%,"258,055,000"
ARTE,Artemis Strategic Investment Corporation Class A Common Stock,$10.245,0.035,0.343%,"257,725,781"
GEEX,Games & Esports Experience Acquisition Corp. Class A Ordinary Shares,$10.30,UNCH,--,"257,500,000"
QSI,Quantum-Si Incorporated Class A Common Stock,$1.84,0.01,0.546%,"257,266,951"
GTAC,Global Technology Acquisition Corp. I Class A Ordinary Shares,$10.285,0.005,0.049%,"257,125,000"
MLAI,McLaren Technology Acquisition Corp. Class A Common Stock,$10.22,0.01,0.098%,"257,096,875"
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,$10.28,0.01,0.097%,"257,000,000"
CRZN,Corazon Capital V838 Monoceros Corp Class A Ordinary Shares,$10.08,UNCH,--,"256,786,740"
VHNA,Vahanna Tech Edge Acquisition I Corp. Class A Ordinary Shares,$10.25,0.01,0.098%,"256,378,125"
PRLH,Pearl Holdings Acquisition Corp Class A Ordinary Shares,$10.23,UNCH,--,"255,750,000"
DALS,DA32 Life Science Tech Acquisition Corp. Class A Common Stock,$9.96,-0.035,-0.35%,"255,474,000"
ALPS,"Alpine Summit Energy Partners, Inc. Class A Subordinate Voting Shares",$5.09,0.079,1.577%,"254,973,395"
FLL,"Full House Resorts, Inc. Common Stock",$7.40,-0.12,-1.596%,"254,553,222"
NDLS,Noodles & Company Class A Common Stock,$5.53,0.04,0.729%,"254,515,822"
FSBW,"FS Bancorp, Inc. Common Stock",$33.02,-0.42,-1.256%,"254,398,396"
YI,"111, Inc. American Depositary Shares",$3.05,0.03,0.993%,"253,978,328"
DSKE,"Daseke, Inc. Common Stock",$5.64,-0.05,-0.879%,"253,095,513"
ORIA,Orion Biotech Opportunities Corp. Class A Ordinary Share,$10.08,0.03,0.299%,"252,000,000"
TBSA,TB SA Acquisition Corp Class A Ordinary Share,$10.08,UNCH,--,"252,000,000"
FGBI,"First Guaranty Bancshares, Inc. Common Stock",$23.45,UNCH,--,"251,308,866"
HPLT,Home Plate Acquisition Corporation Class A Common Stock,$10.03,0.02,0.20%,"250,750,000"
FICV,Frontier Investment Corp Class A Ordinary Shares,$10.01,-0.01,-0.10%,"250,250,000"
ZIMV,ZimVie Inc. Common Stock,$9.58,0.24,2.57%,"249,925,646"
BWC,Blue Whale Acquisition Corp I Class A Ordinary Shares,$9.79,UNCH,--,"249,545,044"
BMEA,"Biomea Fusion, Inc. Common Stock",$8.48,0.05,0.593%,"249,280,166"
GRWG,GrowGeneration Corp. Common Stock,$4.09,0.17,4.337%,"249,199,999"
ORRF,Orrstown Financial Services Inc Common Stock,$23.27,0.11,0.475%,"248,466,682"
PANL,Pangaea Logistics Solutions Ltd. Common Shares,$5.41,0.26,5.049%,"248,441,764"
SSBK,"Southern States Bancshares, Inc. Common Stock",$28.52,-0.43,-1.485%,"248,321,358"
EGIO,"Edgio, Inc. Common Stock",$1.12,-0.01,-0.885%,"248,174,948"
CVCY,Central Valley Community Bancorp Common Stock,$21.07,-0.11,-0.519%,"247,193,472"
BCML,BayCom Corp Common Stock,$18.98,UNCH,--,"246,458,906"
PCYO,Pure Cycle Corporation Common Stock,$10.27,-0.21,-2.004%,"246,342,844"
KBAL,"Kimball International, Inc. Class B Common Stock",$6.73,0.23,3.538%,"246,139,695"
USCB,"USCB Financial Holdings, Inc. Class A Common Stock",$12.25,0.05,0.41%,"245,009,224"
NVAC,NorthView Acquisition Corporation Common Stock,$10.13,UNCH,--,"244,829,438"
IMMR,Immersion Corporation Common Stock,$7.57,0.54,7.681%,"244,578,335"
BYNO,byNordic Acquisition Corporation Class A Common Stock,$10.20,UNCH,--,"244,188,000"
NHIC,NewHold Investment Corp. II Class A Common Stock,$10.01,0.06,0.603%,"243,868,625"
BOCN,Blue Ocean Acquisition Corp Class A Ordinary Shares,$10.28,UNCH,--,"243,828,750"
PRQR,ProQR Therapeutics N.V. Ordinary Shares,$3.41,-0.29,-7.838%,"243,592,068"
TCBX,"Third Coast Bancshares, Inc. Common Stock",$17.98,-0.45,-2.442%,"243,300,613"
OGI,Organigram Holdings Inc. Common Shares,$0.7742,-0.0258,-3.225%,"242,988,021"
PKBK,"Parke Bancorp, Inc. Common Stock",$20.38,-0.18,-0.875%,"242,982,079"
APEI,"American Public Education, Inc. Common Stock",$12.86,0.57,4.638%,"242,961,292"
BLDE,"Blade Air Mobility, Inc. Class A Common Stock",$3.38,-0.20,-5.587%,"242,188,090"
ACRV,"Acrivon Therapeutics, Inc. Common Stock",$11.57,0.05,0.434%,"241,637,853"
NECB,"NorthEast Community Bancorp, Inc. Common Stock",$14.945,0.025,0.168%,"240,912,264"
CSLM,"Consilium Acquisition Corp I, Ltd. Class A Ordinary Share",$10.14,0.02,0.198%,"240,508,125"
PRLD,Prelude Therapeutics Incorporated Common Stock,$5.02,-1.02,-16.887%,"240,256,261"
KLTR,"Kaltura, Inc. Common Stock",$1.80,0.08,4.651%,"239,876,753"
TCMD,"Tactile Systems Technology, Inc. Common Stock",$11.85,0.37,3.223%,"238,833,231"
GBIO,Generation Bio Co. Common Stock,$4.01,0.08,2.036%,"238,285,015"
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock,$11.05,0.20,1.843%,"238,265,625"
NKSH,"National Bankshares, Inc. Common Stock",$40.00,-0.30,-0.744%,"237,915,000"
RNER,Mount Rainier Acquisition Corp. Common Stock,$10.73,-1.63,-13.188%,"237,762,851"
FUND,"Sprott Focus Trust, Inc. Common Stock",$8.01,0.04,0.502%,"237,364,792"
BSVN,Bank7 Corp. Common stock,$26.02,0.42,1.641%,"237,191,529"
WLDN,"Willdan Group, Inc. Common Stock",$17.84,-0.01,-0.056%,"237,181,408"
ORIC,"Oric Pharmaceuticals, Inc. Common Stock",$5.99,0.10,1.698%,"237,064,175"
PANA,Panacea Acquisition Corp. II Class A Ordinary Shares,$10.05,UNCH,--,"236,627,250"
PBAX,Phoenix Biotech Acquisition Corp. Class A Common Stock,$10.2703,-0.0047,-0.046%,"236,024,332"
CFFS,CF Acquisition Corp. VII Class A Common Stock,$10.14,-0.06,-0.588%,"235,881,750"
BWMX,"Betterware de Mexico, S.A.P.I. de C.V. Ordinary Shares",$6.31,-0.11,-1.713%,"235,467,405"
PDLB,"Ponce Financial Group, Inc. Common Stock",$9.51,0.19,2.039%,"235,167,655"
OPT,Opthea Limited American Depositary Shares,$4.6309,-0.7291,-13.603%,"234,425,082"
DCFC,Tritium DCFC Limited Ordinary Shares,$1.50,-0.18,-10.714%,"233,233,284"
MASS,908 Devices Inc. Common Stock,$7.34,-0.28,-3.675%,"232,760,825"
VYGR,"Voyager Therapeutics, Inc. Common Stock",$6.02,-0.08,-1.311%,"232,416,223"
EAR,"Eargo, Inc. Common Stock",$0.56,-0.015,-2.609%,"232,140,663"
RIGL,"Rigel Pharmaceuticals, Inc. Common Stock",$1.34,-0.16,-10.667%,"231,600,690"
HEPS,D-Market Electronic Services & Trading American Depositary Shares,$0.7101,0.0501,7.591%,"231,491,386"
MOLN,Molecular Partners AG American Depositary Shares,$6.42,-0.13,-1.985%,"231,407,013"
SWKH,SWK Holdings Corporation Common Stock,$18.04,0.40,2.268%,"231,279,096"
PROF,Profound Medical Corp. Common Stock,$11.05,0.16,1.469%,"230,680,098"
FOSL,"Fossil Group, Inc. Common Stock",$4.45,0.14,3.248%,"230,672,229"
RLYB,Rallybio Corporation Common Stock,$6.19,-0.38,-5.784%,"229,595,760"
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,$3.50,0.23,7.034%,"229,489,960"
VUZI,Vuzix Corporation Common Stock,$3.60,-0.04,-1.099%,"229,462,740"
CVGI,"Commercial Vehicle Group, Inc. Common Stock",$6.87,0.06,0.881%,"229,279,256"
SKYX,SKYX Platforms Corp. Common Stock,$2.77,0.25,9.921%,"229,209,262"
BNR,Burning Rock Biotech Limited American Depositary Shares,$2.16,-0.09,-4.00%,"228,366,974"
SWSS,Springwater Special Situations Corp. Common stock,$10.15,0.02,0.197%,"228,190,666"
UPLD,"Upland Software, Inc. Common Stock",$7.18,0.05,0.701%,"228,166,356"
ANNX,"Annexon, Inc. Common Stock",$4.79,-0.38,-7.35%,"228,149,582"
LSEA,Landsea Homes Corporation Common Stock,$5.57,0.36,6.91%,"228,091,740"
CVLY,"Codorus Valley Bancorp, Inc Common Stock",$23.83,0.03,0.126%,"227,686,237"
MPAA,"Motorcar Parts  of America, Inc. Common Stock",$11.70,-0.16,-1.349%,"227,239,518"
CBAN,"Colony Bankcorp, Inc. Common Stock",$12.85,0.16,1.261%,"226,688,431"
UONE,"Urban One, Inc. Class A Common Stock",$4.68,0.13,2.857%,"226,417,314"
TOUR,Tuniu Corporation American Depositary Shares,$1.83,0.32,21.192%,"226,360,243"
INBK,First Internet Bancorp Common Stock,$24.49,0.21,0.865%,"226,291,298"
TPBA,TPB Acquisition Corporation I Class A Ordinary Share,$10.03,UNCH,--,"226,130,091"
OXUS,Oxus Acquisition Corp. Class A Ordinary Shares,$10.32,-0.01,-0.097%,"225,621,000"
SCPH,scPharmaceuticals Inc. Common Stock,$6.62,-0.55,-7.671%,"225,438,029"
LMDX,LumiraDx Limited Common Shares,$0.89,-0.01,-1.111%,"224,902,686"
CENQ,CENAQ Energy Corp. Class A Ordinary Shares,$10.33,1.22,13.392%,"224,700,743"
CTRN,"Citi Trends, Inc. Common Stock",$26.83,0.35,1.322%,"224,198,295"
UROY,Uranium Royalty Corp. Common Stock,$2.25,-0.12,-5.063%,"224,054,404"
HFFG,HF Foods Group Inc. Common Stock,$4.17,0.11,2.709%,"223,955,655"
TWCB,Bilander Acquisition Corp. Class A Common Stock,$9.95,0.05,0.505%,"223,564,530"
HQI,"HireQuest, Inc. Common Stock (DE)",$16.10,0.29,1.834%,"223,430,213"
GBBK,Global Blockchain Acquisition Corp. Common Stock,$10.15,0.06,0.595%,"223,426,875"
III,"Information Services Group, Inc. Information Services Group Inc. Common Stock",$4.65,0.05,1.087%,"223,198,796"
SZZL,Sizzle Acquisition Corp. Common stock,$10.25,0.03,0.294%,"223,148,650"
TCFC,The Community Financial Corporation Common Stock,$39.52,-0.38,-0.952%,"223,143,752"
TRUE,"TrueCar, Inc. Common Stock",$2.53,0.02,0.797%,"222,926,295"
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,$3.23,0.05,1.572%,"222,907,307"
MEAC,Mercury Ecommerce Acquisition Corp Class A Common Stock,$9.88,-0.06,-0.604%,"222,812,525"
FNVT,Finnovate Acquisition Corp. Class A Ordinary Shares,$10.26,UNCH,--,"222,770,250"
GCT,GigaCloud Technology Inc Class A Ordinary Shares,$5.47,-0.22,-3.866%,"222,544,467"
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,$14.55,-0.25,-1.689%,"222,500,171"
THAC,Thrive Acquisition Corporation Class A ordinary shares,$10.30,UNCH,--,"222,093,750"
APXI,APx Acquisition Corp. I Class A Ordinary Share,$10.26,-0.015,-0.146%,"221,231,250"
TBNK,Territorial Bancorp Inc. Common Stock,$24.27,0.26,1.083%,"221,188,722"
ARBE,Arbe Robotics Ltd. Ordinary Shares,$3.50,0.09,2.639%,"220,993,542"
BRIV,B. Riley Principal 250 Merger Corp. Class A common stock,$9.97,0.01,0.10%,"220,960,125"
LMNR,Limoneira Co Common Stock,$12.47,0.26,2.129%,"220,523,408"
TELA,"TELA Bio, Inc. Common Stock",$11.50,UNCH,--,"220,330,168"
PRE,Prenetics Global Limited Class A Ordinary Share,$1.85,-0.15,-7.50%,"219,840,255"
KSI,Kadem Sustainable Impact Corporation Class A common stock,$10.04,0.01,0.10%,"219,625,000"
BCOV,Brightcove Inc. Common Stock,$5.22,-0.01,-0.191%,"219,616,973"
ITAQ,"Industrial Tech Acquisitions II, Inc. Class A Common Stock",$10.18,UNCH,--,"219,506,250"
BWFG,"Bankwell Financial Group, Inc. Common Stock",$28.44,-0.99,-3.364%,"219,281,814"
RGCO,RGC Resources Inc. Common Stock,$22.25,0.20,0.907%,"218,766,673"
ALTO,"Alto Ingredients, Inc. Common Stock",$2.91,0.03,1.042%,"218,702,188"
SIFY,Sify Technologies Limited American Depositary Shares,$1.195,0.0435,3.778%,"218,377,131"
TROO,"TROOPS, Inc. Ordinary Shares ",$2.1435,-0.0407,-1.863%,"217,775,309"
CGNT,Cognyte Software Ltd. Ordinary Shares,$3.19,0.08,2.572%,"217,706,396"
HUMA,"Humacyte, Inc. Common Stock",$2.11,UNCH,--,"217,579,953"
PEPL,PepperLime Health Acquisition Corporation Class A Ordinary Share,$10.20,-0.01,-0.098%,"216,750,000"
SMLR,"Semler Scientific, Inc. Common Stock",$31.66,-1.34,-4.061%,"216,553,545"
PTMN,Portman Ridge Finance Corporation Common Stock,$22.50,-0.50,-2.174%,"216,200,543"
ESSA,"ESSA Bancorp, Inc. Common Stock",$20.75,-0.12,-0.575%,"215,842,558"
ABOS,"Acumen Pharmaceuticals, Inc. Common Stock",$5.26,-0.14,-2.593%,"215,266,994"
OCUL,"Ocular Therapeutix, Inc. Common Stock",$2.79,-0.02,-0.712%,"214,858,974"
XOMA,XOMA Corporation Common Stock,$18.66,0.26,1.413%,"213,672,357"
